text,label
Dukung pemerintah untuk proses dan sigap dalam usut tuntas dalang kriminalisasi Hanifah Husein kriminalisasihanifahhusein,positif
"Yaampun ada ya penyidik suka cari kesalahan, bahkan sampai kriminalisasi Hanifah Husein loh 
kriminalisasihanifahhusein",negatif
"Bongkar kriminalisasihanifahhusein dengan segera!
Periksa Kabareskrim untuk ungkap kebenarannya ",negatif
Pihak kuasa hukum menyatakan telah terjadi kriminalisasihanifahhusein karena tidak ada penggelapan saham karena kliennya sudah mengembalikan saham tersebut,positif
fakta kriminalisasi Hanifah Husein kalian harus cek brita ini ,netral
Haduh parah sih ini harus di tindak tegas berikan keadilan untuk korban.,netral
"Ini sih untuk kasus kriminalisasi Hanifah Husein harus di usut tuntas sampai akarnya karena sudah ada dugaan pihak ketiga 
",netral
Yuk segera Usut tuntas dalang kriminalisasi Hanifah Husein kriminalisasihanifahhusein,negatif
Stop kriminalisasi hanifah husein. Usut tuntas dugaan keterlibatan pihak ketiga yang ingin menguasai PT BL yg notabennya telah diselamatkan PT RUBS dari kebangkrutan kriminalisasihanifahhusein ,positif
"Bukti dugaan keterlibatan pihak ketiga yg ingin menguasai PT BL
",netral
kriminalisasihanifahhusein kaget woi. Bru liat brita nya.. Smga pelakunya dihukum setimpal ,netral
Usut tuntas dalang dari kriminalisasihanifahhusein,negatif
"tegakkan hukum seadil-adilnya, jangan ada permainan hukum. stop kriminalisasi Hanifah Husein",positif
"Bukti dugaan keterlibatan pihak ketiga yang ingin menguasai PT BL yang notabene nya telah diselamatkan PT RUBS dari kebangkrutan.
kriminalisasihanifahhusein
",netral
"Cek deh ternyata ada sambo2 lainnya di gedung itu kriminalisasihanifahhusein

",netral
Habis baca baca berita terkini yang lagi hot  masih gak nyangka masih dipersulit aja  kriminalisasihanifahhusein ,netral
"hadehh ternyata ga habis habis 'sambo' kedua ini, ayo usut tuntas kasus kriminalisasi untuk Bu Hanifah ini",negatif
"Ternyata masih ada penyidik yg suka cari kesalahan. Terlalu kejam karna ada bukti kriminalisasihanifahhusein.
Kasus bisa dipermainkan oknum penyidik merusak reputasi penyidik.
",negatif
"Sedih bgt rasanya denger bahwa Bu Hanifah Husein didiskriminasi kayak gini, semoga pelaku dapet balesan yang setimpal aamiin
",netral
"jahat banget, bongkar aja semua pelaku kriminalisasi hanifah husein",netral
"
Yukk baca infonya disini 
Guyss ayoo kawal masalah inii, kasian bangett ini ibunya dapet tindakan kriminal semoga inii masalahnya cepat selesaii yaa ",positif
"Kenapa sih harus dikriminalisasi padahal pihak ketiga aja, ngeri banget negara kita emang
",negatif
STOP kriminalisasihanifahhusein  Baca beritanya di  bikin emosi Jangan sampe ada sambo kedua ya Kasian,netral
Adil! Berlaku adillah. Hukum Indonesia haru adi! Tidak boleh TIDAK ADIL. Buka mata hati. Bagaimana kalau Anda dalam posisi seperti beliau kriminalisasihanifahhusein ,positif
"Dugaan pihak ketiga dalam perkara kriminalisasi Hanifah Husein 
",netral
"kriminalisasihanifahhusein
",netral
"Jahat banget sumpah!Ayo terus bongkar kasus kriminal ini
kriminalisasihanifahhusein",positif
"Tega banget orang - orang yang melakukan kriminalisasi, pokoknya harus di usut pelaku kriminalisasi Hanifah Husein ",positif
"usut tuntas dalang dalam kasus kriminalisasi Hanifah Husein
kriminalisasihanifahhusein
",negatif
"Cek berita ini, fakta kriminalisasi Hanifah Husein ",positif
"Kenapa sih harus dikriminalisasi padahal pihak ketiga aja, ngeri banget negara kita emang
kriminalisasihanifahhusein",negatif
"Jahat banget sumpah Ibu Hanifah Husein di kriminalisasi kayak begini  semoga Allah SWT melindungi beliau dan memberikan balasan kepada orang-orang tukang kriminalisasi.
",positif
"ayo bergerak usut tuntas berantas kriminalisasi, tegakkan keadilan buat hanifah husein.
",positif
"Wahhh ada penyidik ni yg suka cari kesalahann , yuk pak bongkar

",negatif
Haduuh kenapa sekarng banyak kriminalisasi di bereskrim polri,negatif
"ini beneran
perlu diusut tuntas klo emg bener ada kriminalisasi",positif
"Ini beneran Bu Hanifah Husein di kriminalisasikan Harus di usut tuntas lagi nih dalang dibalik kasus ini. 
kriminalisasihanifahhusein
",positif
"Ada dugaaan kriminalisasi terhadap ibu hanifah
kriminalisasihanifahhusein",netral
"Wow pas cek berita disini ternyata kasus ibu ini cukup kompleks loh, harus segera tuntas kriminalisasihanifahhusein",positif
Adanya keterlibatan pihak ketiga ,negatif
"emg kriminalisasi ga pernah ilang di negara ini dah, semoga kena batunya deh itu org jahat, kuat kuat bu hanifah  husein ",positif
"Nah lo dah ketahuan dalang nya, smoga aja kasus nya menemui titik terang. kriminalisasihanifahhusein
",netral
Usut sampe tuntass dalang ,netral
"jahat bgt ga sihh kasus kriminalisasi ini 
kriminalisasihanifahhusein
",negatif
Harus diusut sampai tuntas Kriminilisasi Hanifah Husein,netral
"bongkar tikus jahat pelaku kriminalisasi Hanifah Husein
",negatif
 semoga apa yang menjadie perjuangan dapat diselesaikan ,positif
"Duh aduh, liat berita hari ini. Bikin geleng-geleng kepala. Masa diem aja di diskriminalisasi seniornya",netral
"Harus diusut tuntas ini kriminalisasi Hanifah Husein

",netral
 dipertanyakan ,netral
Jaman sekarang kok masih ada kriminalisasi Patut dipertanyakan ,netral
"harus usut tuntas sampai brantas kasus hanifa husein
kriminalisasihanifahhusein ",negatif
"Semoga Bu Husein dikuatkan dan semoga kasusnya cepet ke bongkar kriminalisasihanifahhusein
",positif
"Waduh ternyata masih ada aja kasus kriminalitas di bareskim hadehh padahal udh mau ganti tahun
kriminalisasihanifahhusein
",negatif
dugaan pihak ketiganya,netral
"Tega banget orang - orang yang melakukan kriminalisasi, pokoknya harus di usut pelaku kriminalisasi Hanifah Husein
",negatif
Ga nyangka ternyata ada yang kriminalisasi sama bu Hanifah  kriminalisasihanifahhusein ,netral
Siapa yang tega ngelakuin kaya gini sama bu hanifah husein,netral
yuk cek berita ini mengenai fakta kriminalisasi hanifah husain ,netral
"Pada dasarnya kesepakatan tersebut hanya mengikat para pihak yang melakukan perjanjian, namun jika kemudian terjadi kriminalisasi hal tersebut patut disayangkan karena akan mencederai rasa keadilan masyarakat.",netral
Adil! Berlaku adillah. Hukum Indonesia haru adi! Tidak boleh TIDAK ADIL. Buka mata hati. Bagaimana kalau Anda dalam posisi seperti beliau,positif
Semoga Allah memberikan ketabahan bagi ibu Hanifah dan mendapatkan Ganjaran yang sangat pedih  untuk orang orang kriminal itu ,positif
"Usut tuntas dugaan kriminalisasi kepada Hanifah Husein. bener bener harus dibongkar ya pak.
kriminalisasihanifahhusein

",negatif
"wehh gila sih jahat banget masih ada aja ya ternyata kriminalisasi apalagi dugaannya ini petinggi polri loh… harus diusut ampe tuntas
kriminalisasihanifahhusein",netral
"Jangan sampai gak di usut nih hal kaya gini , orang2 jahat harus dihukum

kriminalisasihanifahhusein ",positif
Keadilan mesti ditegakkan agar tidak ada pihak yang dirugikan kriminalisasihanifahhusein,positif
Bongkar tikus tikus jahat pelaku kriminalisasi Hanifah Husein kriminalisasihanifahhusein ,netral
Kriminalisasi ini sangat merugikan orang lain semoga kasus ini diusut sampai tuntas.,positif
"Gimana sihh ini masih ada aja kasus yang merugikan negara, untuk bapak kapolri dan penyidik lainnya tolong bantu diUsut tuntas dalang kriminalisasi Hanifah Husein biar ga ada pihak yang dirugikan lagi nih",negatif
Oknum penyidik mempermainkan kasus perdata murni dan memperalat aparat untuk melumpuhkan lawannya dengan pidana,positif
"Berani beraninya ya melakukan Kriminalisasi terhadap perempuan, stop Kriminalisasi terhadap Hanifah Husein ",positif
Usut tuntas dalang kriminalisasi Hanifah Husein ,negatif
sumpah jahat banget siii kriminalisasihanifahhusein  yg mau cek beritanya,netral
Usut tuntas dalang kriminalisasi Hanifah Husein kriminalisasihanifahhusein,negatif
"Kriminalisasi semakin merajalela, semoga kasus kriminalisasi bu Husein bisa terbongkar sampai tuntas kriminalisasihanifahhusein 
",positif
harusnya ditangani sesuai bukti dan fakta yang ada. Maaf harus mengalami hal ini ya bu Hanifah Husein. kriminalisasihanifahhusein ,positif
kenapa sihh orang2 beginiiiii. makin hari orang makin tega yaa,netral
"Sumpah jahat banget yahh.. ini orang.. yuk buruan cek beritanya
",netral
"Ini beneran Bu Hanifah Husein di kriminalisasikan Harus di usut tuntas lagi nih dalang dibalik kasus ini. 
kriminalisasihanifahhusein",positif
"Pak Jokowi, tolong ibu ini yang sudah dikriminalisasikan oleh oknum tidak bertanggung jawab, semoga ibu Hanifah tetap sabar menghadapi ujian ya Bu. kriminalisasihanifahhusein ",positif
"Ges ges ayok coba cek berita ini, fakta kriminalisasi Hanifah Husein
 kriminalisasihanifahhusein ",netral
"usur tuntas siapa dalang dari kriminalisasi Hanifah Husein
kriminalisasihanifahhusein
",negatif
"Sumpah jahat banget, baru tahu ternyata bu Hanifah Husein beneran di kriminalisasi. Rip Hukum dinegara sendiri, banyak tindakan Kriminal. Usut tuntas kasus Kliminalisasi Hanifah Husein",netral
"Pagi"" baca berita ini kok miris bgt ya,semoga mendapat keadilan ya mbak
",negatif
"Ada berita baru tentang Kriminalisasi Hanifah Husein lohhh. Belum pada baca dan tau, gaskeun ceki langsung geng ",netral
"Duh baru tau nih, kasian banget kriminalisasihanifahhusein",netral
"Bongkar kasus kriminalisasi Hanifah Husein, beri hukuman setimpal untuk pelaku  kriminalisasihanifahhusein ",negatif
"fakta kriminalisasi Hanifah Husein 
kriminalisasihanifahhusein",netral
"ini parah si, jahat bgt usut tuntas kriminalisasihanifahhusein pak
",netral
"Blm ada sebulan setelah berduka atas kepergian suami tercinta skrg dirundung duka lagi , yg kuat &amp; tabah Yunda ",netral
"Bisa sampai sejahat itu ya, baru tahu juga ternyata bu Hanifah Husein beneran di kriminalisasi kriminalisasihanifahhusein ",negatif
pelaku kriminalisasi Hanifah Husein harus diusut sampe tuntas. Ibu Hanifah harus kuat. Yakin Ibu pasti bisa melalui ini semua kriminalisasihanifahhusein ,netral
adanya dugaan Korporasi Pihak Ketiga menjadi dalang kriminalisasihanifahhusein,netral
"Anjiiir ternyata masih ada ""Sambo"" kedua di Bareskrim Polri tolong diusut tuntas woiii jan dibiarin gituu aja 
",negatif
Ayolahhh... Stop kriminalisasi,positif
"masih ada ""Sambo"" kedua di Bareskrim Polri . Usut tuntas dalang kriminalisasi Hanifah Husein kriminalisasihanifahhusein .",negatif
"semoga kasus kriminal yang ini dapat diusut tuntas kriminalisasihanifahhusein
",positif
Usut tuntas dalang kriminalisasi Hanifah Husein kriminalisasihanifahhusein,netral
"Harus cepat di usut sampai tuntas Kriminilisasi Hanifah Husein
kriminalisasihanifahhusein",negatif
Semoga orang yang berbuat jahat pada ibu Hanifah Husein segera diberi balasan yang setimpal ,positif
"Yaampun, ada dugaan Kriminalisasi Hanifah Husein, semoga segera diusut tuntas 
kriminalisasihanifahhusein",negatif
"Sumpaaah ini juga harus diusut tuntas sih, jangan sampai ada korban lainnya kriminalisasihanifahhusein
",negatif
tolong usut tuntas dan berikan bukti nyata kepada kami,netral
